ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2026   46  -7.61  -6.27 -11.78 -17.79 -10.75 -20.48 -21.86 -24.09 -20.12 -21.46  -8.74  -7.50    1     
2022   47   0.00   0.00   0.00   0.00   0.00  -8.28 -10.55 -10.65  -5.42  -1.04 -10.85  -1.04    1     Usos_Consuntivos - A.A. LAYDNER
2023   47  -1.04  -1.04  -1.04  -6.48  -2.43  -8.46 -10.79 -10.89  -5.54  -1.05 -11.10  -1.05    1     
2024   47  -1.05  -1.05  -1.05  -6.62  -2.48  -8.65 -11.03 -11.13  -5.65  -1.07 -11.35  -1.06    1     
2025   47  -1.06  -1.06  -1.06  -6.76  -2.52  -8.84 -11.27 -11.37  -5.77  -1.08 -11.59  -1.07    1     
2026   47  -1.07  -1.07  -1.07  -6.90  -2.57  -9.02 -11.51 -11.62  -5.89  -1.09 -11.84  -1.08    1     
2022   48   0.00   0.00   0.00   0.00   0.00  -0.27  -0.23  -0.30  -0.26  -0.06  -0.23  -0.05    1     Usos_Consuntivos - PIRAJU
2023   48  -0.05  -0.05  -0.05  -0.09  -0.07  -0.28  -0.23  -0.30  -0.27  -0.06  -0.24  -0.05    1     
2024   48  -0.05  -0.05  -0.05  -0.09  -0.07  -0.28  -0.24  -0.31  -0.27  -0.07  -0.24  -0.05    1     
2025   48  -0.05  -0.05  -0.05  -0.09  -0.07  -0.29  -0.24  -0.32  -0.28  -0.07  -0.25  -0.06    1     
2026   48  -0.06  -0.06  -0.06  -0.09  -0.07  -0.29  -0.25  -0.32  -0.29  -0.07  -0.25  -0.06    1     
2022   49   0.00   0.00   0.00   0.00   0.00  -2.77  -2.85  -3.56  -3.40  -0.79  -1.89  -0.61    1     Usos_Consuntivos - CHAVANTES
2023   49  -0.95  -0.61  -0.65  -0.79  -1.31  -2.83  -2.91  -3.64  -3.48  -0.80  -1.93  -0.61    1     
2024   49  -0.97  -0.61  -0.65  -0.80  -1.33  -2.89  -2.98  -3.72  -3.55  -0.81  -1.97  -0.62    1     
2025   49  -0.98  -0.62  -0.66  -0.81  -1.35  -2.95  -3.04  -3.79  -3.62  -0.82  -2.01  -0.63    1     
2026   49  -1.00  -0.63  -0.67  -0.82  -1.37  -3.00  -3.10  -3.87  -3.70  -0.84  -2.04  -0.63    1     
2022   50   0.00   0.00   0.00   0.00   0.00  -3.59  -4.09  -3.87  -3.92  -1.69  -3.71  -0.93    1     Usos_Consuntivos - L.N. GARCEZ
2023   50  -1.95  -0.93  -0.95  -2.62  -1.93  -3.66  -4.18  -3.95  -4.01  -1.72  -3.78  -0.94    1     
2024   50  -1.98  -0.94  -0.96  -2.67  -1.97  -3.74  -4.27  -4.04  -4.09  -1.75  -3.86  -0.95    1     
2025   50  -2.02  -0.95  -0.97  -2.72  -2.00  -3.81  -4.35  -4.12  -4.17  -1.78  -3.94  -0.96    1     
2026   50  -2.05  -0.96  -0.98  -2.77  -2.04  -3.89  -4.44  -4.20  -4.25  -1.81  -4.02  -0.97    1     
2022   51   0.00   0.00   0.00   0.00   0.00  -0.28  -0.32  -0.29  -0.35  -0.17  -0.28  -0.11    1     Usos_Consuntivos - CANOAS II
2023   51  -0.33  -0.11  -0.12  -0.21  -0.17  -0.28  -0.32  -0.29  -0.36  -0.18  -0.29  -0.11    1     
2024   51  -0.34  -0.11  -0.12  -0.21  -0.18  -0.29  -0.33  -0.30  -0.37  -0.18  -0.30  -0.11    1     
2025   51  -0.34  -0.11  -0.13  -0.22  -0.18  -0.29  -0.34  -0.30  -0.37  -0.18  -0.30  -0.11    1     
2026   51  -0.35  -0.11  -0.13  -0.22  -0.18  -0.30  -0.34  -0.31  -0.38  -0.18  -0.31  -0.11    1     
2022   52   0.00   0.00   0.00   0.00   0.00  -0.35  -0.41  -0.37  -0.44  -0.28  -0.35  -0.22    1     Usos_Consuntivos - CANOAS I
2023   52  -0.39  -0.22  -0.24  -0.27  -0.29  -0.35  -0.42  -0.37  -0.44  -0.28  -0.36  -0.22    1     
2024   52  -0.40  -0.22  -0.24  -0.27  -0.30  -0.36  -0.43  -0.38  -0.45  -0.29  -0.36  -0.23    1     
2025   52  -0.40  -0.23  -0.25  -0.27  -0.30  -0.37  -0.43  -0.39  -0.46  -0.29  -0.37  -0.23    1     
2026   52  -0.41  -0.23  -0.25  -0.28  -0.30  -0.37  -0.44  -0.39  -0.47  -0.29  -0.37  -0.23    1     
2022   61   0.00   0.00   0.00   0.00   0.00  -6.10  -8.78  -7.00  -8.35  -4.16  -5.48  -2.71    1     Usos_Consuntivos - CAPIVARA
2023   61  -6.32  -2.71  -2.76  -3.13  -4.34  -6.21  -8.95  -7.13  -8.51  -4.23  -5.58  -2.74    1     
2024   61  -6.44  -2.74  -2.79  -3.17  -4.40  -6.32  -9.13  -7.27  -8.68  -4.29  -5.68  -2.77    1     
2025   61  -6.55  -2.77  -2.82  -3.21  -4.47  -6.43  -9.31  -7.40  -8.85  -4.36  -5.78  -2.80    1     
2026   61  -6.67  -2.80  -2.85  -3.25  -4.54  -6.55  -9.48  -7.54  -9.01  -4.42  -5.87  -2.83    1     
2022   61   0.00   0.00   0.00   0.00   0.00  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1     Vazao_Remanescente - CAPIVARA
2023   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1     
2024   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1     
2025   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1     
2026   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1     
2022   62   0.00   0.00   0.00   0.00   0.00  -0.85  -1.18  -0.86  -0.95  -0.56  -0.55  -0.31    1     Usos_Consuntivos - TAQUARUCU
2023   62  -0.51  -0.31  -0.31  -0.34  -0.60  -0.87  -1.21  -0.88  -0.97  -0.57  -0.56  -0.31    1     
2024   62  -0.52  -0.31  -0.31  -0.34  -0.61  -0.89  -1.23  -0.90  -0.99  -0.58  -0.57  -0.32    1     
2025   62  -0.52  -0.32  -0.32  -0.34  -0.62  -0.90  -1.26  -0.91  -1.01  -0.59  -0.58  -0.32    1     
2026   62  -0.53  -0.32  -0.32  -0.35  -0.62  -0.92  -1.28  -0.93  -1.02  -0.60  -0.59  -0.32    1     
2022   63   0.00   0.00   0.00   0.00   0.00  -2.63  -3.44  -2.66  -3.13  -2.21  -2.34  -1.92    1     Usos_Consuntivos - ROSANA
2023   63  -2.32  -1.92  -1.95  -1.98  -2.36  -2.67  -3.50  -2.69  -3.18  -2.24  -2.37  -1.94    1     
2024   63  -2.35  -1.94  -1.97  -2.01  -2.39  -2.71  -3.55  -2.73  -3.23  -2.27  -2.40  -1.96    1     
2025   63  -2.38  -1.96  -2.00  -2.03  -2.42  -2.75  -3.61  -2.77  -3.29  -2.30  -2.43  -1.99    1     
2026   63  -2.41  -1.98  -2.02  -2.05  -2.46  -2.79  -3.67  -2.81  -3.34  -2.33  -2.47  -2.01    1     
2022   66   0.00   0.00   0.00   0.00   0.00  -9.97 -16.42 -17.23 -10.33 -22.76  -7.92 -11.16    1     Usos_Consuntivos - ITAIPU
2023   66 -12.76  -7.65  -9.57 -16.17 -11.29 -10.08 -16.69 -17.52 -10.44 -23.20  -7.97 -11.29    1     
2024   66 -12.93  -7.70  -9.66 -16.43 -11.42 -10.18 -16.96 -17.82 -10.56 -23.64  -8.02 -11.42    1     
2025   66 -13.10  -7.74  -9.75 -16.69 -11.56 -10.28 -17.23 -18.11 -10.67 -24.08  -8.07 -11.56    1     
2026   66 -13.27  -7.78  -9.84 -16.95 -11.69 -10.39 -17.51 -18.41 -10.78 -24.52  -8.12 -11.69    1     
2022  117   0.00   0.00   0.00   0.00   0.00 -10.32 -10.32 -10.31 -10.31 -10.30 -10.32 -10.30    1     Usos_Consuntivos - GUARAPIRANGA
2023  117 -10.30 -10.30 -10.30 -10.32 -10.30 -10.32 -10.32 -10.32 -10.31 -10.31 -10.33 -10.31    1     
2024  117 -10.31 -10.31 -10.31 -10.32 -10.31 -10.33 -10.33 -10.33 -10.32 -10.31 -10.33 -10.31    1     
2025  117 -10.31 -10.31 -10.31 -10.33 -10.32 -10.33 -10.34 -10.33 -10.32 -10.32 -10.34 -10.32    1     
2026  117 -10.32 -10.32 -10.32 -10.33 -10.32 -10.34 -10.34 -10.34 -10.33 -10.33 -10.35 -10.33    1     
2022  118   0.00   0.00   0.00   0.00   0.00   1.92   1.92   1.92   1.97   1.97   1.87   1.96    1     Usos_Consuntivos - BILLINGS
2023  118   1.96   1.96   1.96   1.92   1.95   1.88   1.89   1.88   1.93   1.93   1.84   1.91    1     
2024  118   1.92   1.92   1.91   1.88   1.91   1.84   1.85   1.84   1.89   1.89   1.80   1.88    1     
2025  118   1.88   1.88   1.88   1.85   1.87   1.80   1.81   1.80   1.85   1.85   1.76   1.84    1     
2026  118   1.84   1.84   1.85   1.82   1.83   1.76   1.77   1.76   1.81   1.81   1.72   1.80    1     
2022  118   0.00   0.00   0.00   0.00   0.00  -7.88  -7.88  -7.88  -7.87  -7.87  -7.89  -7.87    1     Usos_Consuntivos - BILLINGS
2023  118  -7.87  -7.87  -7.87  -7.88  -7.87  -7.89  -7.89  -7.89  -7.88  -7.87  -7.90  -7.88    1     
2024  118  -7.87  -7.88  -7.88  -7.89  -7.88  -7.90  -7.90  -7.90  -7.88  -7.88  -7.90  -7.88    1     
2025  118  -7.88  -7.88  -7.88  -7.90  -7.88  -7.90  -7.90  -7.90  -7.89  -7.89  -7.91  -7.89    1     
2026  118  -7.89  -7.88  -7.88  -7.91  -7.88  -7.90  -7.90  -7.90  -7.90  -7.90  -7.92  -7.90    1     
2022  120   0.00   0.00   0.00   0.00   0.00  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13    1     Transposicao - JAGUARI
2023  120  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13    1     
2024  120  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13    1     
2025  120  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13    1     
2026  120  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13  -5.13    1     
2022  120   0.00   0.00   0.00   0.00   0.00  -0.11  -0.12  -0.13  -0.12  -0.10  -0.11  -0.10    1     Usos_Consuntivos - JAGUARI
2023  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.11  -0.12  -0.13  -0.12  -0.10  -0.11  -0.10    1     
2024  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.12  -0.12  -0.13  -0.12  -0.10  -0.11  -0.10    1     
2025  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.12  -0.12  -0.13  -0.12  -0.11  -0.11  -0.10    1     
2026  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.12  -0.12  -0.13  -0.12  -0.11  -0.11  -0.10    1     
2022  121   0.00   0.00   0.00   0.00   0.00  -0.17  -0.19  -0.20  -0.17  -0.15  -0.14  -0.13    1     Usos_Consuntivos - PARAIBUNA
2023  121  -0.14  -0.13  -0.13  -0.19  -0.18  -0.17  -0.19  -0.20  -0.17  -0.15  -0.14  -0.13    1     
2024  121  -0.14  -0.13  -0.13  -0.19  -0.18  -0.17  -0.19  -0.20  -0.18  -0.15  -0.14  -0.14    1     
2025  121  -0.14  -0.13  -0.13  -0.19  -0.18  -0.17  -0.19  -0.20  -0.18  -0.15  -0.14  -0.14    1     
2026  121  -0.14  -0.13  -0.13  -0.19  -0.18  -0.17  -0.19  -0.20  -0.18  -0.15  -0.14  -0.14    1     
2022  122   0.00   0.00   0.00   0.00   0.00  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02    1     Usos_Consuntivos - SANTA BRANCA
2023  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02    1     
2024  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02    1     
2025  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02    1     
2026  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02    1     
2022  123   0.00   0.00   0.00   0.00   0.00  -8.44  -9.19 -10.30  -8.69  -5.63  -5.71  -6.10    1     Usos_Consuntivos - FUNIL
2023  123  -6.20  -5.88  -5.38  -8.70  -7.79  -8.54  -9.29 -10.42  -8.79  -5.71  -5.79  -6.18    1     
2024  123  -6.28  -5.96  -5.45  -8.80  -7.88  -8.64  -9.40 -10.53  -8.89  -5.78  -5.86  -6.26    1     
2025  123  -6.36  -6.03  -5.52  -8.90  -7.98  -8.74  -9.50 -10.64  -8.99  -5.86  -5.94  -6.34    1     
2026  123  -6.43  -6.11  -5.60  -9.00  -8.07  -8.83  -9.61 -10.76  -9.09  -5.93  -6.01  -6.42    1     
2022  124   0.00   0.00   0.00   0.00   0.00  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1     Usos_Consuntivos - LAJES
2023  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.04  -0.03  -0.03  -0.03  -0.03    1     
2024  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.04  -0.03  -0.03  -0.03  -0.03    1     
2025  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.04  -0.04  -0.04  -0.03  -0.03  -0.03    1     
2026  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.04  -0.04  -0.04  -0.04  -0.03  -0.03  -0.03    1     
2022  126   0.00   0.00   0.00   0.00   0.00  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06    1     Usos_Consuntivos - PICADA
2023  126  -0.06  -0.06  -0.06  -0.09  -0.09  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06    1     
2024  126  -0.06  -0.06  -0.06  -0.09  -0.09  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06    1     
2025  126  -0.06  -0.06  -0.06  -0.09  -0.10  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06    1     
2026  126  -0.06  -0.06  -0.06  -0.09  -0.10  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06    1     
2022  126   0.00   0.00   0.00   0.00   0.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     Vazao_Remanescente - PICADA
2023  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2024  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2025  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2026  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2022  127   0.00   0.00   0.00   0.00   0.00  -0.76  -0.78  -0.80  -0.76  -0.74  -0.74  -0.76    1     Usos_Consuntivos - SOBRAGI
2023  127  -0.77  -0.76  -0.74  -0.76  -0.78  -0.78  -0.79  -0.81  -0.78  -0.76  -0.75  -0.77    1     
2024  127  -0.78  -0.78  -0.76  -0.77  -0.79  -0.79  -0.80  -0.82  -0.79  -0.77  -0.76  -0.78    1     
2025  127  -0.79  -0.79  -0.77  -0.78  -0.80  -0.80  -0.81  -0.83  -0.80  -0.78  -0.77  -0.79    1     
2026  127  -0.80  -0.80  -0.78  -0.79  -0.81  -0.81  -0.82  -0.84  -0.81  -0.79  -0.78  -0.80    1     
2022  127   0.00   0.00   0.00   0.00   0.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     Vazao_Remanescente - SOBRAGI
2023  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2024  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2025  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2026  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2022  127   0.00   0.00   0.00   0.00   0.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     Vazao_Remanescente - SOBRAGI
2023  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2024  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2025  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2026  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00    1     
2022  129   0.00   0.00   0.00   0.00   0.00  -1.79  -1.84  -2.26  -1.68  -1.27  -0.86  -0.90    1     Usos_Consuntivos - SIMPLICIO
2023  129  -0.95  -0.97  -0.91  -1.49  -1.66  -1.80  -1.85  -2.28  -1.69  -1.28  -0.87  -0.91    1     
2024  129  -0.95  -0.98  -0.91  -1.50  -1.67  -1.82  -1.87  -2.29  -1.71  -1.29  -0.88  -0.91    1     
2025  129  -0.96  -0.98  -0.92  -1.51  -1.69  -1.83  -1.88  -2.31  -1.72  -1.30  -0.88  -0.92    1     
2026  129  -0.97  -0.99  -0.93  -1.52  -1.70  -1.85  -1.90  -2.33  -1.73  -1.31  -0.89  -0.93    1     
2022  129   0.00   0.00   0.00   0.00   0.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     Vazao_Remanescente - SIMPLICIO
2023  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2024  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2025  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2026  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00    1     
2022  130   0.00   0.00   0.00   0.00   0.00  -0.93  -0.97  -1.35  -0.96  -0.58  -0.10  -0.13    1     Usos_Consuntivos - ILHA POMBOS
2023  130  -0.16  -0.19  -0.15  -0.81  -0.97  -0.94  -0.98  -1.36  -0.97  -0.58  -0.10  -0.13    1     
2024  130  -0.16  -0.19  -0.15  -0.81  -0.98  -0.95  -0.99  -1.37  -0.98  -0.59  -0.10  -0.13    1     
2025  130  -0.16  -0.19  -0.15  -0.82  -0.99  -0.96  -1.00  -1.38  -0.98  -0.59  -0.10  -0.13    1     
2026  130  -0.16  -0.19  -0.15  -0.83  -0.99  -0.96  -1.00  -1.39  -0.99  -0.59  -0.11  -0.13    1     
2022  133   0.00   0.00   0.00   0.00   0.00  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50    1     Retirada_de_agua - P. PASSOS
2023  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50    1     
2024  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50    1     
2025  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50    1     
2026  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50    1     
2022  134   0.00   0.00   0.00   0.00   0.00  -0.32  -0.33  -0.37  -0.36  -0.26  -0.17  -0.17    1     Usos_Consuntivos - SALTO GRANDE
2023  134  -0.17  -0.25  -0.24  -0.33  -0.34  -0.32  -0.33  -0.38  -0.36  -0.26  -0.17  -0.17    1     
2024  134  -0.17  -0.25  -0.24  -0.33  -0.34  -0.32  -0.33  -0.38  -0.36  -0.26  -0.17  -0.17    1     
2025  134  -0.17  -0.25  -0.24  -0.33  -0.34  -0.32  -0.33  -0.38  -0.36  -0.26  -0.17  -0.17    1     
2026  134  -0.17  -0.25  -0.24  -0.33  -0.34  -0.32  -0.33  -0.38  -0.36  -0.26  -0.17  -0.17    1     
2022  134   0.00   0.00   0.00   0.00   0.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1     Vazao_Remanescente - SALTO GRANDE
2023  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1     
2024  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1     
2025  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1     
2026  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1     
2022  135   0.00   0.00   0.00   0.00   0.00  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01    1     Usos_Consuntivos - P. ESTRELA
2023  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01    1     
2024  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01    1     
2025  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01    1     
2026  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01    1     
2022  135   0.00   0.00   0.00   0.00   0.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1     Vazao_Remanescente - P. ESTRELA
2023  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1     
2024  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1     
2025  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1     
2026  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1     
2022  139   0.00   0.00   0.00   0.00   0.00  -1.31  -1.32  -1.52  -1.29  -0.95  -0.73  -0.74    1     Usos_Consuntivos - CANDONGA
2023  139  -0.73  -0.82  -0.84  -1.30  -1.33  -1.32  -1.33  -1.53  -1.30  -0.95  -0.74  -0.74    1     
2024  139  -0.74  -0.82  -0.84  -1.31  -1.33  -1.33  -1.34  -1.54  -1.30  -0.96  -0.74  -0.74    1     
2025  139  -0.74  -0.83  -0.85  -1.32  -1.34  -1.33  -1.34  -1.54  -1.31  -0.96  -0.75  -0.75    1     
2026  139  -0.74  -0.83  -0.85  -1.32  -1.35  -1.34  -1.35  -1.55  -1.32  -0.96  -0.75  -0.75    1     
2022  141   0.00   0.00   0.00   0.00   0.00  -3.76  -3.76  -4.38  -4.04  -3.05  -1.93  -1.94    1     Usos_Consuntivos - BAGUARI
2023  141  -1.94  -3.02  -2.72  -3.83  -3.85  -3.79  -3.78  -4.40  -4.07  -3.07  -1.95  -1.95    1     
2024  141  -1.95  -3.03  -2.73  -3.85  -3.87  -3.81  -3.80  -4.42  -4.09  -3.09  -1.96  -1.96    1     
2025  141  -1.96  -3.05  -2.75  -3.87  -3.89  -3.83  -3.82  -4.45  -4.11  -3.10  -1.97  -1.97    1     
2026  141  -1.97  -3.07  -2.76  -3.89  -3.91  -3.85  -3.84  -4.47  -4.13  -3.12  -1.98  -1.98    1     
2022  143   0.00   0.00   0.00   0.00   0.00  -2.79  -2.77  -3.47  -3.23  -2.27  -1.07  -1.07    1     Usos_Consuntivos - AIMORES
2023  143  -1.13  -2.36  -1.89  -2.85  -3.00  -2.80  -2.78  -3.48  -3.24  -2.28  -1.08  -1.07    1     
2024  143  -1.13  -2.36  -1.90  -2.86  -3.01  -2.81  -2.79  -3.50  -3.26  -2.28  -1.08  -1.08    1     
2025  143  -1.13  -2.37  -1.90  -2.87  -3.02  -2.82  -2.80  -3.51  -3.27  -2.29  -1.08  -1.08    1     
2026  143  -1.14  -2.38  -1.91  -2.88  -3.03  -2.83  -2.81  -3.53  -3.28  -2.30  -1.08  -1.08    1     
2022  143   0.00   0.00   0.00   0.00   0.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00    1     Vazao_Remanescente - AIMORES
2023  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00    1     
2024  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00    1     
2025  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00    1     
2026  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00    1     
2022  144   0.00   0.00   0.00   0.00   0.00  -2.43  -2.40  -3.09  -2.93  -1.79  -0.54  -0.51    1     Usos_Consuntivos - MASCARENHAS
2023  144  -0.66  -2.46  -1.63  -2.62  -2.60  -2.44  -2.41  -3.10  -2.94  -1.80  -0.54  -0.51    1     
2024  144  -0.66  -2.47  -1.63  -2.63  -2.61  -2.45  -2.42  -3.11  -2.95  -1.80  -0.54  -0.51    1     
2025  144  -0.66  -2.48  -1.64  -2.64  -2.62  -2.46  -2.43  -3.13  -2.96  -1.81  -0.54  -0.52    1     
2026  144  -0.66  -2.49  -1.65  -2.65  -2.63  -2.47  -2.44  -3.14  -2.98  -1.82  -0.54  -0.52    1     
2022  144   0.00   0.00   0.00   0.00   0.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00    1     Vazao_Remanescente - MASCARENHAS
2023  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00    1     
2024  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00    1     
2025  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00    1     
2026  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00    1     
2022  148   0.00   0.00   0.00   0.00   0.00  -0.41  -0.42  -0.54  -0.53  -0.38  -0.13  -0.13    1     Usos_Consuntivos - IRAPE
2023  148  -0.13  -0.28  -0.25  -0.40  -0.45  -0.42  -0.43  -0.55  -0.54  -0.38  -0.13  -0.13    1     
2024  148  -0.13  -0.28  -0.25  -0.41  -0.46  -0.43  -0.44  -0.56  -0.55  -0.39  -0.13  -0.13    1     
2025  148  -0.13  -0.28  -0.25  -0.41  -0.46  -0.43  -0.44  -0.57  -0.56  -0.40  -0.13  -0.13    1     
2026  148  -0.13  -0.29  -0.26  -0.42  -0.47  -0.44  -0.45  -0.57  -0.57  -0.40  -0.13  -0.13    1     
